@id,http://viaf.org/viaf/96994048,full_coverage
schema:alternateName{Literal}[345],شكسبير، وليم،,شكسبير، وليم،
schema:alternateName{Literal}[346],شكسبير، ويليام،,شكسبير، ويليام،
schema:alternateName{Literal}[347],شكسپير، وليم,شكسپير، وليم
schema:alternateName{Literal}[348],شكسپير، ويليام,شكسپير، ويليام
schema:alternateName{Literal}[349],شيكسبير، وليام,شيكسبير، وليام
schema:alternateName{Literal}[350],شيكسبير، وليام.،,شيكسبير، وليام.،
schema:alternateName{Literal}[351],"شيكسبير، وليام.،,","شيكسبير، وليام.،,"
schema:alternateName{Literal}[352],شيكسبير، وليم,شيكسبير، وليم
schema:alternateName{Literal}[353],شيكسبير، وليم،,شيكسبير، وليم،
schema:alternateName{Literal}[354],شيکسپيئر، وليم,شيکسپيئر، وليم
schema:alternateName{Literal}[355],شکسبير، وليم,شکسبير، وليم
schema:alternateName{Literal}[356],شکسپير,شکسپير
schema:alternateName{Literal}[357],وليم شكسبير,وليم شكسبير
schema:alternateName{Literal}[358],وليم شكسبير،,وليم شكسبير،
schema:alternateName{Literal}[359],وليم شيکسپيئر,وليم شيکسپيئر
schema:alternateName{Literal}[360],وليم شکسبير,وليم شکسبير
schema:alternateName{Literal}[361],ولیم شیکسپیئر,ولیم شیکسپیئر
schema:alternateName{Literal}[362],ولیم شیکسپیر,ولیم شیکسپیر
schema:alternateName{Literal}[363],ولیم شیڪسپیئر,ولیم شیڪسپیئر
schema:alternateName{Literal}[364],ويليام شكسبير,ويليام شكسبير
schema:alternateName{Literal}[365],ويليام شكسپير,ويليام شكسپير
schema:alternateName{Literal}[366],ويليام شيكسبير,ويليام شيكسبير
schema:alternateName{Literal}[367],ويليام شيكسپير,ويليام شيكسپير
schema:alternateName{Literal}[368],ویلیام شكسپير,ویلیام شكسپير
schema:alternateName{Literal}[369],ویلیام شکسپیر,ویلیام شکسپیر
schema:alternateName{Literal}[370],ویلیام شێکسپیر,ویلیام شێکسپیر
schema:alternateName{Literal}[371],وېليم شېکسپيير,وېليم شېکسپيير
schema:alternateName{Literal}[372],ۋىليام شېكېسپېر,ۋىليام شېكېسپېر
schema:alternateName{Literal}[373],विलियम शेक्सपीयर,विलियम शेक्सपीयर
schema:alternateName{Literal}[374],विलियम सेक्सपियर,विलियम सेक्सपियर
schema:alternateName{Literal}[375],विल्यम शेक्सपियर,विल्यम शेक्सपियर
schema:alternateName{Literal}[376],शेक्सपियर,शेक्सपियर
schema:alternateName{Literal}[377],शेक्सपीयर,शेक्सपीयर
schema:alternateName{Literal}[378],উইলিয়াম শেকসপিয়র,উইলিয়াম শেকসপিয়র
schema:alternateName{Literal}[379],উইলিয়াম শ্বেইকছপীয়েৰ,উইলিয়াম শ্বেইকছপীয়েৰ
schema:alternateName{Literal}[380],ਵਿਲੀਅਮ ਸ਼ੇਕਸਪੀਅਰ,ਵਿਲੀਅਮ ਸ਼ੇਕਸਪੀਅਰ
schema:alternateName{Literal}[381],ਵਿਲੀਅਮ ਸ਼ੈਕਸਪੀਅਰ,ਵਿਲੀਅਮ ਸ਼ੈਕਸਪੀਅਰ
schema:alternateName{Literal}[382],વિલિયમ શેક્સપીયર,વિલિયમ શેક્સપીયર
schema:alternateName{Literal}[383],ୱିଲିଅମ ସେକ୍ସପିଅର,ୱିଲିଅମ ସେକ୍ସପିଅର
schema:alternateName{Literal}[384],வில்லியம் சேக்சுபியர்,வில்லியம் சேக்சுபியர்
schema:alternateName{Literal}[385],విలియం షేక్ స్పియర్,విలియం షేక్ స్పియర్
schema:alternateName{Literal}[386],ವಿಲಿಯಂ ಷೇಕ್ಸ್ ಪಿಯರ್,ವಿಲಿಯಂ ಷೇಕ್ಸ್ ಪಿಯರ್
schema:alternateName{Literal}[387],ಷೇಕ್ಸ್ ಪಿಯರ್,ಷೇಕ್ಸ್ ಪಿಯರ್
schema:alternateName{Literal}[388],വില്യം ഷെയ്ക്സ്പിയർ,വില്യം ഷെയ്ക്സ്പിയർ
schema:alternateName{Literal}[389],විලියම් ෂේක්ස්පියර්,විලියම් ෂේක්ස්පියර්
schema:alternateName{Literal}[390],วิลเลียม เชกสเปียร์,วิลเลียม เชกสเปียร์
schema:alternateName{Literal}[391],เชกสเปียร์,เชกสเปียร์
schema:alternateName{Literal}[392],ཞེ་ཁུ་སི་པེར །,ཞེ་ཁུ་སི་པེར །
schema:alternateName{Literal}[393],ཤེག་སི་པེ་ཡར།,ཤེག་སི་པེ་ཡར།
schema:alternateName{Literal}[394],ရှိတ်စပီးယား,ရှိတ်စပီးယား
schema:alternateName{Literal}[395],သျဵၵ်ႉၸပီးယႃး,သျဵၵ်ႉၸပီးယႃး
schema:alternateName{Literal}[396],უილიამ შექსპირი,უილიამ შექსპირი
schema:alternateName{Literal}[397],უილიამ შექსფირი,უილიამ შექსფირი
schema:alternateName{Literal}[398],ሼክስፒር,ሼክስፒር
schema:alternateName{Literal}[399],វីលីម ហ្សេកស្ពែរ,វីលីម ហ្សេកស្ពែរ
schema:alternateName{Literal}[400],វីល្លៀម ស៊េកស្ពៀរ,វីល្លៀម ស៊េកស្ពៀរ
schema:alternateName{Literal}[401],ᱣᱤᱞᱤᱭᱚᱢ ᱥᱮᱠᱥᱯᱤᱭᱚᱨ,ᱣᱤᱞᱤᱭᱚᱢ ᱥᱮᱠᱥᱯᱤᱭᱚᱨ
schema:alternateName{Literal}[402],Ṣēkspiyar,Ṣēkspiyar
schema:alternateName{Literal}[403],Ṣēkspiyar Mahākavi,Ṣēkspiyar Mahākavi
schema:alternateName{Literal}[404],Ṣēkspiyar Mahākaviya,Ṣēkspiyar Mahākaviya
schema:alternateName{Literal}[405],Ṿ. Sheḳspir,Ṿ. Sheḳspir
schema:alternateName{Literal}[406],Ṿiliam Sheḳspir,Ṿiliam Sheḳspir
schema:alternateName{Literal}[407],Ṿiliyam Sheḳspir,Ṿiliyam Sheḳspir
schema:alternateName{Literal}[408],Ṿilyam Shaḳspir,Ṿilyam Shaḳspir
schema:alternateName{Literal}[409],Ṿilyam Sheḳspier,Ṿilyam Sheḳspier
schema:alternateName{Literal}[410],Ṿilyam Sheḳspir,Ṿilyam Sheḳspir
schema:alternateName{Literal}[411],‏שקספיר,‏שקספיר
schema:alternateName{Literal}[412],ウィリアム シェイクスピア,ウィリアム シェイクスピア
schema:alternateName{Literal}[413],ウィリアム シェークスピア,ウィリアム シェークスピア
schema:alternateName{Literal}[414],ウィリアム・シェイクスピア,ウィリアム・シェイクスピア
schema:alternateName{Literal}[415],シェイクスピア,シェイクスピア
schema:alternateName{Literal}[416],シェクスピア,シェクスピア
schema:alternateName{Literal}[417],シェークスピア,シェークスピア
schema:alternateName{Literal}[418],シェークスピヤ,シェークスピヤ
schema:alternateName{Literal}[419],シエィクスピア,シエィクスピア
schema:alternateName{Literal}[420],シエクスピア,シエクスピア
schema:alternateName{Literal}[421],シエクスピヤ,シエクスピヤ
schema:alternateName{Literal}[422],セキスピア,セキスピア
schema:alternateName{Literal}[423],セーキスピーア,セーキスピーア
schema:alternateName{Literal}[424],塞格斯比亜,塞格斯比亜
schema:alternateName{Literal}[425],威廉·莎士比亚,威廉·莎士比亚
schema:alternateName{Literal}[426],寒格斯比亜,寒格斯比亜
schema:alternateName{Literal}[427],沙士北亞威廉姆,沙士北亞威廉姆
schema:alternateName{Literal}[428],沙士比亞威廉姆,沙士比亞威廉姆
schema:alternateName{Literal}[429],沙士比阿,沙士比阿
schema:alternateName{Literal}[430],沙翁,沙翁
schema:alternateName{Literal}[431],莎士比,莎士比
schema:alternateName{Literal}[432],莎士比亚,莎士比亚
schema:alternateName{Literal}[433],莎士比亞,莎士比亞
schema:alternateName{Literal}[434],莎士比亞威廉,莎士比亞威廉
schema:alternateName{Literal}[435],莎士比亞威廉姆,莎士比亞威廉姆
schema:alternateName{Literal}[436],西基斯比亜,西基斯比亜
schema:alternateName{Literal}[437],ꯋꯤꯜꯂꯤꯌꯝ ꯁꯦꯛꯁ꯭ꯄꯤꯌꯔ,ꯋꯤꯜꯂꯤꯌꯝ ꯁꯦꯛꯁ꯭ꯄꯤꯌꯔ
schema:alternateName{Literal}[438],세익스피어,세익스피어
schema:alternateName{Literal}[439],섹스피어,섹스피어
schema:alternateName{Literal}[440],셰익스피어,셰익스피어
schema:alternateName{Literal}[441],쉑쓰피어,쉑쓰피어
schema:alternateName{Literal}[442],쎄익쓰피어,쎄익쓰피어
schema:alternateName{Literal}[443],쒝쓰피어,쒝쓰피어
schema:alternateName{Literal}[444],윌리암 세익스피어,윌리암 세익스피어
schema:alternateName{Literal}[445],윌리암 셰익스피어,윌리암 셰익스피어
schema:alternateName{Literal}[446],윌리암 쉐익스피어,윌리암 쉐익스피어
schema:alternateName{Literal}[447],윌리암 쉑스피어,윌리암 쉑스피어
schema:alternateName{Literal}[448],윌리엄 세익스피어,윌리엄 세익스피어
schema:alternateName{Literal}[449],윌리엄 섹스피어,윌리엄 섹스피어
schema:alternateName{Literal}[450],윌리엄 셰익스피어,윌리엄 셰익스피어
schema:alternateName{Literal}[451],윌리엄 쉐익스피어,윌리엄 쉐익스피어
schema:alternateName{Literal}[452],윌리엄 쉑스피어,윌리엄 쉑스피어
schema:birthDate{Literal},1564-04-00,1564-04-00
schema:deathDate{Literal},1616-04-23,1616-04-23
schema:description{Literal}[0],"English playwright and poet, 1564-1616","English playwright and poet, 1564-1616"
schema:description{Literal}[1],William,William
schema:description{Literal}[2],Уильям,Уильям
schema:familyName{Literal}[0],Bacon-Shakespeare,Bacon-Shakespeare
schema:familyName{Literal}[1],Chakespear,Chakespear
schema:familyName{Literal}[2],Chekchapiyera,Chekchapiyera
schema:familyName{Literal}[3],Hākipia,Hākipia
schema:familyName{Literal}[4],S,S
schema:familyName{Literal}[5],S'egsi-pe-yar,S'egsi-pe-yar
schema:familyName{Literal}[6],S.,S.
schema:familyName{Literal}[7],SHAKESPEARE,SHAKESPEARE
schema:familyName{Literal}[8],Saixper,Saixper
schema:familyName{Literal}[9],Saixperos,Saixperos
schema:familyName{Literal}[10],Saixpēr,Saixpēr
schema:familyName{Literal}[11],Saixpēros,Saixpēros
schema:familyName{Literal}[12],Sakespear,Sakespear
schema:familyName{Literal}[13],Sakespeĩros,Sakespeĩros
schema:familyName{Literal}[14],Sakisbir,Sakisbir
schema:familyName{Literal}[15],Saíxpēr,Saíxpēr
schema:familyName{Literal}[16],Schakespear,Schakespear
schema:familyName{Literal}[17],Schakespeare,Schakespeare
schema:familyName{Literal}[18],Schekspirs,Schekspirs
schema:familyName{Literal}[19],Sekspir,Sekspir
schema:familyName{Literal}[20],Sekspiri,Sekspiri
schema:familyName{Literal}[21],Shaekespeare,Shaekespeare
schema:familyName{Literal}[22],Shak-Speare,Shak-Speare
schema:familyName{Literal}[23],Shak-speare,Shak-speare
schema:familyName{Literal}[24],Shake-Spear,Shake-Spear
schema:familyName{Literal}[25],Shake-Speare,Shake-Speare
schema:familyName{Literal}[26],Shake-speare,Shake-speare
schema:familyName{Literal}[27],Shakespear,Shakespear
schema:familyName{Literal}[28],Shakespeare,Shakespeare
schema:familyName{Literal}[29],Shakespearowy,Shakespearowy
schema:familyName{Literal}[30],Shakesperae,Shakesperae
schema:familyName{Literal}[31],Shakespere,Shakespere
schema:familyName{Literal}[32],Shakspear,Shakspear
schema:familyName{Literal}[33],Shakspeare,Shakspeare
schema:familyName{Literal}[34],Shaksper,Shaksper
schema:familyName{Literal}[35],Shakspere,Shakspere
schema:familyName{Literal}[36],Shashibiya,Shashibiya
schema:familyName{Literal}[37],Shaḳspir,Shaḳspir
schema:familyName{Literal}[38],Sheikusupia,Sheikusupia
schema:familyName{Literal}[39],Shekspir,Shekspir
schema:familyName{Literal}[40],Shekspyr,Shekspyr
schema:familyName{Literal}[41],Shekspīʼar,Shekspīʼar
schema:familyName{Literal}[42],Shekʻspir,Shekʻspir
schema:familyName{Literal}[43],Shex'pir,Shex'pir
schema:familyName{Literal}[44],Sheḳspier,Sheḳspier
schema:familyName{Literal}[45],Sheḳspir,Sheḳspir
schema:familyName{Literal}[46],Shikisbir,Shikisbir
schema:familyName{Literal}[47],Shikisbīr,Shikisbīr
schema:familyName{Literal}[48],Shiksbīr,Shiksbīr
schema:familyName{Literal}[49],Shikspīr,Shikspīr
schema:familyName{Literal}[50],Shēkʻspʻiyr,Shēkʻspʻiyr
schema:familyName{Literal}[51],Siksbir,Siksbir
schema:familyName{Literal}[52],Sikspir,Sikspir
schema:familyName{Literal}[53],Sjekspir,Sjekspir
schema:familyName{Literal}[54],Sweksŭp'iŏ,Sweksŭp'iŏ
schema:familyName{Literal}[55],Syeiksŭpiŏ,Syeiksŭpiŏ
schema:familyName{Literal}[56],Szekspir,Szekspir
schema:familyName{Literal}[57],Szekspjr,Szekspjr
schema:familyName{Literal}[58],S̆ekhspiri,S̆ekhspiri
schema:familyName{Literal}[59],S̆ekspir,S̆ekspir
schema:familyName{Literal}[60],S̆ekspyras,S̆ekspyras
schema:familyName{Literal}[61],S̆ekspīrs,S̆ekspīrs
schema:familyName{Literal}[62],èakisb¯ir,èakisb¯ir
schema:familyName{Literal}[63],èekspir,èekspir
schema:familyName{Literal}[64],èiksbir,èiksbir
schema:familyName{Literal}[65],èikspir,èikspir
schema:familyName{Literal}[66],Şekspir,Şekspir
schema:familyName{Literal}[67],Šakasbīr,Šakasbīr
schema:familyName{Literal}[68],Šakaspīr,Šakaspīr
schema:familyName{Literal}[69],Šakisbīr,Šakisbīr
schema:familyName{Literal}[70],Šaksbīr,Šaksbīr
schema:familyName{Literal}[71],Šakspīr,Šakspīr
schema:familyName{Literal}[72],Šaḳisper,Šaḳisper
schema:familyName{Literal}[73],Šek'spir,Šek'spir
schema:familyName{Literal}[74],Šek'spiri,Šek'spiri
schema:familyName{Literal}[75],Šekesper,Šekesper
schema:familyName{Literal}[76],Šekspir,Šekspir
schema:familyName{Literal}[77],Šekspira,Šekspira
schema:familyName{Literal}[78],Šekspiras,Šekspiras
schema:familyName{Literal}[79],Šekspirs,Šekspirs
schema:familyName{Literal}[80],Šekspyr,Šekspyr
schema:familyName{Literal}[81],Šekspyras,Šekspyras
schema:familyName{Literal}[82],Šekspīrs,Šekspīrs
schema:familyName{Literal}[83],Šekʹspir,Šekʹspir
schema:familyName{Literal}[84],Šekʻspiri,Šekʻspiri
schema:familyName{Literal}[85],Šeqspiyr,Šeqspiyr
schema:familyName{Literal}[86],Šeqspīr,Šeqspīr
schema:familyName{Literal}[87],Šhekspir,Šhekspir
schema:familyName{Literal}[88],Šikisbīr,Šikisbīr
schema:familyName{Literal}[89],Šiksbīr,Šiksbīr
schema:familyName{Literal}[90],Šikspīr,Šikspīr
schema:familyName{Literal}[91],Šèkspir,Šèkspir
schema:familyName{Literal}[92],Σαίξπηρ,Σαίξπηρ
schema:familyName{Literal}[93],Шакеспеаре,Шакеспеаре
schema:familyName{Literal}[94],Шекспир,Шекспир
schema:familyName{Literal}[95],Шекспиръ,Шекспиръ
schema:familyName{Literal}[96],Шэкспир,Шэкспир
schema:familyName{Literal}[97],Шэкспір,Шэкспір
schema:familyName{Literal}[98],Շեքսպիր,Շեքսպիր
schema:familyName{Literal}[99],שייקספיר,שייקספיר
schema:familyName{Literal}[100],שיקספיר,שיקספיר
schema:familyName{Literal}[101],שכספיר,שכספיר
schema:familyName{Literal}[102],שעפקספיר,שעפקספיר
schema:familyName{Literal}[103],שעקספיער,שעקספיער
schema:familyName{Literal}[104],שעקספיר,שעקספיר
schema:familyName{Literal}[105],שעקספער,שעקספער
schema:familyName{Literal}[106],שקספיר,שקספיר
schema:familyName{Literal}[107],شكسپير,شكسپير
schema:familyName{Literal}[108],شېكېسپېر,شېكېسپېر
schema:familyName{Literal}[109],Ṣēkspiyar,Ṣēkspiyar
schema:familyName{Literal}[110],‏שיקספיר,‏שיקספיר
schema:familyName{Literal}[111],‏שקספיר,‏שקספיר
schema:familyName{Literal}[112],シェイクスピア,シェイクスピア
schema:familyName{Literal}[113],シェークスピア,シェークスピア
schema:familyName{Literal}[114],세익스피어,세익스피어
schema:familyName{Literal}[115],섹스피어,섹스피어
schema:familyName{Literal}[116],셰익스피어,셰익스피어
schema:familyName{Literal}[117],쉐익스피어,쉐익스피어
schema:familyName{Literal}[118],쉑스피어,쉑스피어
schema:gender{URIRef},http://www.wikidata.org/entity/Q6581097,http://www.wikidata.org/entity/Q6581097
schema:givenName{Literal}[0],..,..
schema:givenName{Literal}[1],...,...
schema:givenName{Literal}[2],Francis,Francis
schema:givenName{Literal}[3],G.,G.
schema:givenName{Literal}[4],Gouilliam,Gouilliam
schema:givenName{Literal}[5],Guglielmo,Guglielmo
schema:givenName{Literal}[6],Guillaume,Guillaume
schema:givenName{Literal}[7],Guillem,Guillem
schema:givenName{Literal}[8],Guillermo,Guillermo
schema:givenName{Literal}[9],Gulielmus,Gulielmus
schema:givenName{Literal}[10],Gwilherm,Gwilherm
schema:givenName{Literal}[11],Ouilliam,Ouilliam
schema:givenName{Literal}[12],U,U
schema:givenName{Literal}[13],U.,U.
schema:givenName{Literal}[14],Uil'jam,Uil'jam
schema:givenName{Literal}[15],Uil'âm,Uil'âm
schema:givenName{Literal}[16],Uiliam,Uiliam
schema:givenName{Literal}[17],Uiliem,Uiliem
schema:givenName{Literal}[18],Uiljam,Uiljam
schema:givenName{Literal}[19],Uiljjam,Uiljjam
schema:givenName{Literal}[20],Uilliam,Uilliam
schema:givenName{Literal}[21],Uilyam,Uilyam
schema:givenName{Literal}[22],Uilʹi︠a︡m,Uilʹi︠a︡m
schema:givenName{Literal}[23],Uilʹjam,Uilʹjam
schema:givenName{Literal}[24],Uil‘jam,Uil‘jam
schema:givenName{Literal}[25],Uiriamu,Uiriamu
schema:givenName{Literal}[26],Uílliam,Uílliam
schema:givenName{Literal}[27],Uíïlliam,Uíïlliam
schema:givenName{Literal}[28],Uïlliam,Uïlliam
schema:givenName{Literal}[29],Uĭlii︠a︡m,Uĭlii︠a︡m
schema:givenName{Literal}[30],V,V
schema:givenName{Literal}[31],V.,V.
schema:givenName{Literal}[32],V.(Vil’i︠a︡m),V.(Vil’i︠a︡m)
schema:givenName{Literal}[33],Veilliyam,Veilliyam
schema:givenName{Literal}[34],Veilliyem,Veilliyem
schema:givenName{Literal}[35],Velyam,Velyam
schema:givenName{Literal}[36],Vil' jam,Vil' jam
schema:givenName{Literal}[37],Vil'jam,Vil'jam
schema:givenName{Literal}[38],Vil'âm,Vil'âm
schema:givenName{Literal}[39],Viliam,Viliam
schema:givenName{Literal}[40],Viliem,Viliem
schema:givenName{Literal}[41],Vilijam,Vilijam
schema:givenName{Literal}[42],Vilijem,Vilijem
schema:givenName{Literal}[43],Viliyam,Viliyam
schema:givenName{Literal}[44],Viljam,Viljam
schema:givenName{Literal}[45],Viljamas,Viljamas
schema:givenName{Literal}[46],Viljams,Viljams
schema:givenName{Literal}[47],Viljem,Viljem
schema:givenName{Literal}[48],Villiam,Villiam
schema:givenName{Literal}[49],Villiyam,Villiyam
schema:givenName{Literal}[50],Vilmos,Vilmos
schema:givenName{Literal}[51],Vilyam,Vilyam
schema:givenName{Literal}[52],Vilém,Vilém
schema:givenName{Literal}[53],Vilʹi︠a︡m,Vilʹi︠a︡m
schema:givenName{Literal}[54],Vilʹjam,Vilʹjam
schema:givenName{Literal}[55],Vil’i︠a︡m,Vil’i︠a︡m
schema:givenName{Literal}[56],Vlilliam,Vlilliam
schema:givenName{Literal}[57],Vylem,Vylem
schema:givenName{Literal}[58],Vyli︠e︡m,Vyli︠e︡m
schema:givenName{Literal}[59],Vīlyām,Vīlyām
schema:givenName{Literal}[60],W.,W.
schema:givenName{Literal}[61],Wi,Wi
schema:givenName{Literal}[62],Wi-li-am,Wi-li-am
schema:givenName{Literal}[63],Wi.,Wi.
schema:givenName{Literal}[64],Wil'yam,Wil'yam
schema:givenName{Literal}[65],Wilhelm,Wilhelm
schema:givenName{Literal}[66],Wiliam,Wiliam
schema:givenName{Literal}[67],Wiliyam,Wiliyam
schema:givenName{Literal}[68],Wiljam,Wiljam
schema:givenName{Literal}[69],Wiljams,Wiljams
schema:givenName{Literal}[70],Wiljem,Wiljem
schema:givenName{Literal}[71],Wiljām,Wiljām
schema:givenName{Literal}[72],Will,Will
schema:givenName{Literal}[73],Willem,Willem
schema:givenName{Literal}[74],Willhelm,Willhelm
schema:givenName{Literal}[75],William,William
schema:givenName{Literal}[76],William G.,William G.
schema:givenName{Literal}[77],William(1564-1616) -- ハムレット,William(1564-1616) -- ハムレット
schema:givenName{Literal}[78],"William,","William,"
schema:givenName{Literal}[79],Williyam,Williyam
schema:givenName{Literal}[80],Willm,Willm
schema:givenName{Literal}[81],Willyam,Willyam
schema:givenName{Literal}[82],Willŏm,Willŏm
schema:givenName{Literal}[83],Wilyam,Wilyam
schema:givenName{Literal}[84],Wiremu,Wiremu
schema:givenName{Literal}[85],Ww,Ww
schema:givenName{Literal}[86],Wīlyam,Wīlyam
schema:givenName{Literal}[87],Wīlyām,Wīlyām
schema:givenName{Literal}[88],Wīlīam,Wīlīam
schema:givenName{Literal}[89],Wīlīyām,Wīlīyām
schema:givenName{Literal}[90],Wиллиам,Wиллиам
schema:givenName{Literal}[91],Γουίλιαμ,Γουίλιαμ
schema:givenName{Literal}[92],Ουίλιαμ,Ουίλιαμ
schema:givenName{Literal}[93],В,В
schema:givenName{Literal}[94],В.,В.
schema:givenName{Literal}[95],Вилијам,Вилијам
schema:givenName{Literal}[96],Вильям,Вильям
schema:givenName{Literal}[97],У,У
schema:givenName{Literal}[98],У.,У.
schema:givenName{Literal}[99],Уильям,Уильям
schema:givenName{Literal}[100],"Уильям,","Уильям,"
schema:givenName{Literal}[101],Уйлям,Уйлям
schema:givenName{Literal}[102],Уільям,Уільям
schema:givenName{Literal}[103],Ուիլյամ,Ուիլյամ
schema:givenName{Literal}[104],וו,וו
schema:givenName{Literal}[105],וו.,וו.
schema:givenName{Literal}[106],וויליאם,וויליאם
schema:givenName{Literal}[107],וויליאמ,וויליאמ
schema:givenName{Literal}[108],ווילים,ווילים
schema:givenName{Literal}[109],ווילליאם,ווילליאם
schema:givenName{Literal}[110],וילאם,וילאם
schema:givenName{Literal}[111],ויליאם,ויליאם
schema:givenName{Literal}[112],"ויליאם,","ויליאם,"
schema:givenName{Literal}[113],ויליים,ויליים
schema:givenName{Literal}[114],וילים,וילים
schema:givenName{Literal}[115],ו׳,ו׳
schema:givenName{Literal}[116],ייליאם,ייליאם
schema:givenName{Literal}[117],װ,װ
schema:givenName{Literal}[118],װיליאם,װיליאם
schema:givenName{Literal}[119],װילליאם,װילליאם
schema:givenName{Literal}[120],ويليام,ويليام
schema:givenName{Literal}[121],ویلیام,ویلیام
schema:givenName{Literal}[122],ۋىليام,ۋىليام
schema:givenName{Literal}[123],Ṿ.,Ṿ.
schema:givenName{Literal}[124],Ṿiliam,Ṿiliam
schema:givenName{Literal}[125],Ṿiliyam,Ṿiliyam
schema:givenName{Literal}[126],Ṿilyam,Ṿilyam
schema:givenName{Literal}[127],ウィリアム,ウィリアム
schema:givenName{Literal}[128],윌리암,윌리암
schema:givenName{Literal}[129],윌리엄,윌리엄
schema:name{Literal}[0],William Shakespeare,William Shakespeare
schema:name{Literal}[1],Уильям Шекспир,Уильям Шекспир
schema:name{Literal}[2],ויליאם שיקספיר,ויליאם שיקספיר
schema:name{Literal}[3],شكسبير، وليام،,شكسبير، وليام،
schema:name{Literal}@ar-EG,شكسبير، وليم،,شكسبير، وليم،
schema:name{Literal}[0]@ar-LB,William Shakespeare,William Shakespeare
schema:name{Literal}[1]@ar-LB,شكسبير، وليم،,شكسبير، وليم،
schema:name{Literal}@ca-ES,William Shakespeare,William Shakespeare
schema:name{Literal}@cs-CZ,William Shakespeare,William Shakespeare
schema:name{Literal}@da-DK,William Shakespeare,William Shakespeare
schema:name{Literal}@de-DE,William Shakespeare,William Shakespeare
schema:name{Literal}@en,William SHAKESPEARE,William SHAKESPEARE
schema:name{Literal}@en-AU,William Shakespeare,William Shakespeare
schema:name{Literal}@en-KR,William Shakespeare,William Shakespeare
schema:name{Literal}@en-US,William Shakespeare,William Shakespeare
schema:name{Literal}@es-AR,William Shakespeare,William Shakespeare
schema:name{Literal}@es-CL,William Shakespeare,William Shakespeare
schema:name{Literal}@es-ES,William Shakespeare,William Shakespeare
schema:name{Literal}@et-EE,William Shakespeare,William Shakespeare
schema:name{Literal}@fr-CA,William Shakespeare,William Shakespeare
schema:name{Literal}@fr-CH,William Shakespeare,William Shakespeare
schema:name{Literal}@fr-FR,William Shakespeare,William Shakespeare
schema:name{Literal}@hr-HR,William Shakespeare,William Shakespeare
schema:name{Literal}@it-IT,William Shakespeare,William Shakespeare
schema:name{Literal}@it-VA,William Shakespeare,William Shakespeare
schema:name{Literal}@ja-JP,William Shakespeare,William Shakespeare
schema:name{Literal}@lt-LT,William Shakespeare,William Shakespeare
schema:name{Literal}@lv-LV,William Shakespeare,William Shakespeare
schema:name{Literal}@nl-NL,William Shakespeare,William Shakespeare
schema:name{Literal}@no-NO,William Shakespeare,William Shakespeare
schema:name{Literal}@pl-PL,William Shakespeare,William Shakespeare
schema:name{Literal}@pt-BR,William Shakespeare,William Shakespeare
schema:name{Literal}@pt-PT,William Shakespeare,William Shakespeare
schema:name{Literal}[0]@ru-RU,W. Shakespeare,W. Shakespeare
schema:name{Literal}[1]@ru-RU,У. Шекспир,У. Шекспир
schema:name{Literal}@sk-SK,William Shakespeare,William Shakespeare
schema:name{Literal}@sl-SL,William Shakespeare,William Shakespeare
schema:name{Literal}@sv-SE,William Shakespeare,William Shakespeare
schema:sameAs{URIRef}[0],http://d-nb.info/gnd/118613723,http://d-nb.info/gnd/118613723
schema:sameAs{URIRef}[1],http://data.bibsys.no/data/notrbib/authorityentry/x90052737,http://data.bibsys.no/data/notrbib/authorityentry/x90052737
schema:sameAs{URIRef}[2],http://data.bnf.fr/#foaf:Person,http://data.bnf.fr/#foaf:Person
schema:sameAs{URIRef}[3],http://datos.bne.es/resource/XX1020842,http://datos.bne.es/resource/XX1020842
schema:sameAs{URIRef}[4],http://dbpedia.org/resource/William_Shakespeare,http://dbpedia.org/resource/William_Shakespeare
schema:sameAs{URIRef}[5],http://id.loc.gov/authorities/names/n78095332,http://id.loc.gov/authorities/names/n78095332
schema:sameAs{URIRef}[6],http://id.ndl.go.jp/auth/entity/00456207,http://id.ndl.go.jp/auth/entity/00456207
schema:sameAs{URIRef}[7],http://isni.org/isni/0000000121032683,http://isni.org/isni/0000000121032683
schema:sameAs{URIRef}[8],http://libris.kb.se/resource/auth/198702,http://libris.kb.se/resource/auth/198702
schema:sameAs{URIRef}[9],http://vocab.getty.edu/ulan/500272240-agent,http://vocab.getty.edu/ulan/500272240-agent
schema:sameAs{URIRef}[10],http://www.idref.fr/027136086/id,http://www.idref.fr/027136086/id
schema:sameAs{URIRef}[11],http://www.wikidata.org/entity/Q692,http://www.wikidata.org/entity/Q692
rdf:value{Literal}[0](rdf:XMLLiteral),"<ns1:source xmlns:ns1=""http://viaf.org/viaf/terms#"" nsid=""000565894"">BLBNB|000565894</ns1:source>","<ns1:source xmlns:ns1=""http://viaf.org/viaf/terms#"" nsid=""000565894"">BLBNB|000565894</ns1:source>"
rdf:value{Literal}[1](rdf:XMLLiteral),"<ns1:source xmlns:ns1=""http://viaf.org/viaf/terms#"" nsid=""1071459"">SIMACOB|1071459</ns1:source>","<ns1:source xmlns:ns1=""http://viaf.org/viaf/terms#"" nsid=""1071459"">SIMACOB|1071459</ns1:source>"
